text,label
"I was impressed by the product, I felt satisfied.",1
I did not like the experience it was the worst. :(,0
"I really loved the movie, it was wonderful.",1
"I absolutely loved the service, five stars.",1
"I did not like the game, it was awful.",0
"This was fantastic the food, five stars.",1
"I liked the food, the acting was superb.",1
"I hated the product, a frustrating experience.",0
"I absolutely loved this book, five stars.",1
"This is amazing this app, the acting was superb.",1
"I enjoyed this book, I felt satisfied.",1
"I did not like the show, not worth the money.",0
"I was disappointed by the product, I will never use it again.",0
"This is amazing the experience, a delightful experience.",1
I liked the movie a delightful experience. :),1
"I highly recommend the film, I felt satisfied.",1
"I am very pleased with the product, the design was perfect.",1
"I highly recommend the film, I felt satisfied.",1
"I disliked the show, it was the worst.",0
This was fantastic the film the acting was superb. :),1
"I did not like the show, the design was bad.",0
"I was impressed by the game, worth every penny.",1
"I liked the film, worth every penny.",1
"I absolutely hated this book, it was awful.",0
"This was terrible the product, a frustrating experience.",0
"I disliked this book, I will never use it again.",0
"I absolutely loved this book, it exceeded my expectations.",1
I disliked the film a frustrating experience. :(,0
"I really hated the show, not worth the money.",0
"This was fantastic the show, a delightful experience.",1
"I was disappointed by this app, the design was bad.",0
"I hated the experience, I will never use it again.",0
"I wouldn't recommend the show, it was awful.",0
I liked the experience it was wonderful. :),1
"I really hated the service, not worth the money.",0
"I did not like the movie, not worth the money.",0
"I absolutely hated the game, it was the worst.",0
"I liked the movie, I will use it again.",1
"I enjoyed this book, I will use it again.",1
"This was terrible the film, I will never use it again.",0
"I loved this app, five stars.",1
"I wouldn't recommend the food, it was awful.",0
I am very disappointed with the movie a frustrating experience. :(,0
"I liked the experience, five stars.",1
I really loved the show it exceeded my expectations. :),1
"This was terrible the product, not worth the money.",0
This was fantastic the film it was great. :),1
"I really loved the show, a delightful experience.",1
"This is awful the film, I will never use it again.",0
"I wouldn't recommend the film, it did not meet expectations.",0
"I was impressed by the game, I will use it again.",1
"I wouldn't recommend the film, one star.",0
I hated the show a frustrating experience. :(,0
"I was disappointed by this app, not worth the money.",0
"I am very disappointed with this book, one star.",0
"This was terrible the food, a frustrating experience.",0
"I am very disappointed with this book, I felt cheated.",0
I was disappointed by this book the design was bad. :(,0
"I am very disappointed with this book, the design was bad.",0
"I really hated the show, I felt cheated.",0
"I hated the show, it did not meet expectations.",0
"I loved the product, I felt satisfied.",1
"I am very disappointed with this app, the acting was poor.",0
"I disliked the movie, I felt cheated.",0
"This is awful the show, I felt cheated.",0
"This is amazing the experience, I felt satisfied.",1
"This was terrible this app, I felt cheated.",0
"I am very pleased with this app, a delightful experience.",1
I really loved the service I will use it again. :),1
"This was terrible the show, it did not meet expectations.",0
"I liked the movie, I felt satisfied.",1
"I hated this book, it was awful.",0
"I absolutely loved this book, it was great.",1
"I did not like the film, I will never use it again.",0
"I loved this book, I will use it again.",1
"I am very disappointed with the film, the design was bad.",0
"I was disappointed by the product, the acting was poor.",0
"I loved the experience, it was great.",1
"This is amazing the game, it was great.",1
"I enjoyed the experience, it exceeded my expectations.",1
"I am very disappointed with the product, it was the worst.",0
"This is awful the food, one star.",0
"I was disappointed by the experience, I felt cheated.",0
"I wouldn't recommend the film, I felt cheated.",0
"I highly recommend this book, the acting was superb.",1
"This was fantastic the product, it exceeded my expectations.",1
I really hated this app a frustrating experience. :(,0
"I am very pleased with the movie, a delightful experience.",1
"I absolutely hated the movie, the acting was poor.",0
I hated the movie I felt cheated. :(,0
"I was impressed by the service, it was great.",1
"I really hated this book, a frustrating experience.",0
"I liked the food, I felt satisfied.",1
"This is awful the game, a frustrating experience.",0
"I wouldn't recommend the show, the acting was poor.",0
I loved the food worth every penny. :),1
"I did not like the experience, it was the worst.",0
This is amazing this book the acting was superb. :),1
"This was terrible this book, it did not meet expectations.",0
I wouldn't recommend the experience it was awful. :(,0
"This is amazing the film, I felt satisfied.",1
I absolutely loved this app five stars. :),1
"I really hated the film, I will never use it again.",0
"I am very pleased with the product, the acting was superb.",1
"I absolutely hated the service, I will never use it again.",0
"I enjoyed the product, worth every penny.",1
"I did not like this book, not worth the money.",0
"I enjoyed the product, I will use it again.",1
"I am very pleased with the experience, I will use it again.",1
"This is amazing the game, it exceeded my expectations.",1
"I am very pleased with the movie, five stars.",1
"I liked this book, it exceeded my expectations.",1
"I am very disappointed with the food, one star.",0
"I really loved the film, it was wonderful.",1
"I absolutely loved the show, I felt satisfied.",1
"I wouldn't recommend the product, it was the worst.",0
"This was terrible this app, the acting was poor.",0
"I was impressed by the food, I felt satisfied.",1
"I enjoyed the movie, it exceeded my expectations.",1
I liked the service it was wonderful. :),1
"I wouldn't recommend the game, the acting was poor.",0
"I liked the experience, a delightful experience.",1
"I absolutely hated the experience, not worth the money.",0
"I really hated the show, the design was bad.",0
"I liked the service, it was wonderful.",1
"This was fantastic the product, the acting was superb.",1
I did not like the service it was awful. :(,0
"I really loved this app, the acting was superb.",1
"I absolutely loved the experience, the design was perfect.",1
"This is awful the product, not worth the money.",0
"I was impressed by the film, I will use it again.",1
I highly recommend the show I felt satisfied. :),1
"I was impressed by the food, it exceeded my expectations.",1
"I really hated the show, the design was bad.",0
"I really loved the show, the acting was superb.",1
"This was terrible the service, I will never use it again.",0
"I loved the product, I felt satisfied.",1
"I enjoyed the show, worth every penny.",1
"I disliked the game, a frustrating experience.",0
"This was terrible the product, one star.",0
"I did not like this book, it did not meet expectations.",0
"This was fantastic the product, it was great.",1
"I was impressed by the product, it was great.",1
"I really hated the experience, I will never use it again.",0
I was impressed by the product worth every penny. :),1
"I disliked this app, not worth the money.",0
"I wouldn't recommend the show, it was the worst.",0
"This is awful the movie, the design was bad.",0
"I am very disappointed with this app, it was the worst.",0
I really loved the service I felt satisfied. :),1
"I enjoyed the product, worth every penny.",1
"I loved the experience, the acting was superb.",1
"I enjoyed the show, the design was perfect.",1
"This was terrible the service, I felt cheated.",0
"I hated the movie, it did not meet expectations.",0
"I really hated the experience, the acting was poor.",0
"This is awful the film, one star.",0
"I hated the film, the design was bad.",0
I disliked the service it did not meet expectations. :(,0
"I enjoyed the food, it was wonderful.",1
"I did not like the service, not worth the money.",0
"I highly recommend the food, five stars.",1
"This was fantastic the experience, five stars.",1
"I absolutely hated this app, I will never use it again.",0
"I highly recommend the service, five stars.",1
"I liked the experience, five stars.",1
"I was disappointed by the show, it was the worst.",0
"I did not like the movie, one star.",0
"I absolutely hated this app, the design was bad.",0
I did not like this book the acting was poor. :(,0
"This is amazing the game, the acting was superb.",1
"I enjoyed the show, five stars.",1
"This is awful the experience, it was awful.",0
"I absolutely hated this app, I will never use it again.",0
I wouldn't recommend the food the acting was poor. :(,0
I enjoyed the food it was great. :),1
"This is amazing the movie, the acting was superb.",1
I did not like the food the acting was poor. :(,0
"I hated the movie, the acting was poor.",0
"I wouldn't recommend the food, the design was bad.",0
"I did not like the service, one star.",0
"I really loved the product, it exceeded my expectations.",1
"I disliked the movie, it did not meet expectations.",0
"I disliked the film, I felt cheated.",0
"I am very pleased with the service, a delightful experience.",1
"I absolutely loved the product, the design was perfect.",1
"I really hated the service, it did not meet expectations.",0
"I was impressed by the game, I felt satisfied.",1
"I absolutely loved the experience, it was great.",1
"I liked the service, five stars.",1
I am very pleased with the film five stars. :),1
"I highly recommend the show, five stars.",1
"I enjoyed this app, it was wonderful.",1
"I am very pleased with the food, I will use it again.",1
I highly recommend this app it was great. :),1
"I am very pleased with the experience, five stars.",1
"This was terrible the game, I will never use it again.",0
"I really hated the product, it was awful.",0
"I really loved this book, it was great.",1
"I highly recommend the game, it was great.",1
"I really loved the product, I felt satisfied.",1
"I wouldn't recommend the product, not worth the money.",0
"This was fantastic the service, I will use it again.",1
"I absolutely hated the experience, it was the worst.",0
"I was disappointed by the film, it was the worst.",0
"This is amazing the experience, the design was perfect.",1
"I disliked the service, a frustrating experience.",0
"I highly recommend the show, worth every penny.",1
"I am very disappointed with this app, one star.",0
I did not like the show it was awful. :(,0
I loved the experience I will use it again. :),1
I absolutely hated the service one star. :(,0
"I enjoyed the film, it was wonderful.",1
"I disliked the experience, one star.",0
"This was terrible the film, I will never use it again.",0
"I did not like the game, a frustrating experience.",0
I am very disappointed with the movie the design was bad. :(,0
This was terrible the movie the acting was poor. :(,0
"This is awful this app, one star.",0
I really loved the product five stars. :),1
"I am very pleased with the game, I felt satisfied.",1
"This is amazing the show, a delightful experience.",1
This is amazing the food worth every penny. :),1
"I absolutely hated this app, the acting was poor.",0
"I really hated the product, it did not meet expectations.",0
"This is awful the movie, the design was bad.",0
"This was terrible the game, not worth the money.",0
"I am very disappointed with the show, it was the worst.",0
"I disliked the food, it did not meet expectations.",0
I am very disappointed with the film it was the worst. :(,0
"I absolutely hated this book, it was the worst.",0
I did not like the experience I felt cheated. :(,0
I was impressed by the service worth every penny. :),1
"This was fantastic the experience, it was wonderful.",1
I loved the show it exceeded my expectations. :),1
"This is amazing the product, a delightful experience.",1
"This is awful the film, it did not meet expectations.",0
"I hated the show, I felt cheated.",0
"This is amazing the movie, five stars.",1
"I enjoyed the game, five stars.",1
I enjoyed this book it exceeded my expectations. :),1
"I did not like the show, it was awful.",0
"I hated this book, not worth the money.",0
"I absolutely loved the service, it was great.",1
"I liked the experience, I will use it again.",1
"I loved this app, a delightful experience.",1
"I did not like the show, a frustrating experience.",0
"I really hated this book, it did not meet expectations.",0
"I am very pleased with the game, the acting was superb.",1
"I absolutely loved this book, I felt satisfied.",1
"I am very pleased with the service, I felt satisfied.",1
"I absolutely hated the experience, the acting was poor.",0
"I am very pleased with the service, it exceeded my expectations.",1
"I was disappointed by this app, it did not meet expectations.",0
I was impressed by the food I will use it again. :),1
"I really hated this app, the acting was poor.",0
I highly recommend this app I will use it again. :),1
"This is awful the movie, the design was bad.",0
"This was terrible the product, it was the worst.",0
I was impressed by the film I will use it again. :),1
"This was fantastic the service, the acting was superb.",1
"I absolutely hated the service, I will never use it again.",0
"This was terrible the film, I felt cheated.",0
"I disliked the movie, it did not meet expectations.",0
"I absolutely loved this book, I felt satisfied.",1
"I liked this app, the acting was superb.",1
I am very pleased with the game a delightful experience. :),1
"This was terrible the food, the acting was poor.",0
"I disliked the product, it did not meet expectations.",0
"I enjoyed the experience, a delightful experience.",1
"I wouldn't recommend the food, it was awful.",0
I loved this book I will use it again. :),1
"I hated the game, one star.",0
"I hated the show, I felt cheated.",0
"I was impressed by this book, it was great.",1
"I am very pleased with the film, it exceeded my expectations.",1
"This is amazing the game, it was great.",1
"I disliked the film, a frustrating experience.",0
I hated the experience not worth the money. :(,0
"I liked this app, the design was perfect.",1
"I disliked the game, the design was bad.",0
"I absolutely hated the movie, the acting was poor.",0
This is awful this book one star. :(,0
"I loved the show, I felt satisfied.",1
"I was disappointed by the experience, one star.",0
This is awful the film I will never use it again. :(,0
"This is awful the experience, not worth the money.",0
"I liked the experience, the design was perfect.",1
"I was impressed by this book, it exceeded my expectations.",1
"I absolutely loved the film, it was wonderful.",1
"This is awful the game, the design was bad.",0
I liked the food it exceeded my expectations. :),1
"I am very disappointed with the food, it was awful.",0
I am very disappointed with the food it did not meet expectations. :(,0
I really hated the experience the acting was poor. :(,0
"I was impressed by this app, five stars.",1
"I hated the service, the design was bad.",0
I highly recommend the game five stars. :),1
"I really hated the product, the acting was poor.",0
"I disliked the movie, it was awful.",0
I really hated the show the acting was poor. :(,0
"I hated the show, I will never use it again.",0
I am very disappointed with the food the acting was poor. :(,0
"I did not like the show, it was the worst.",0
"I did not like the show, I will never use it again.",0
This is amazing the product I felt satisfied. :),1
I was impressed by the film a delightful experience. :),1
"This was terrible the movie, it did not meet expectations.",0
"I was impressed by the service, five stars.",1
"I disliked the movie, I felt cheated.",0
"I really hated the experience, a frustrating experience.",0
"This is amazing this book, it exceeded my expectations.",1
"I really hated the film, I will never use it again.",0
"I enjoyed the show, the acting was superb.",1
"This was fantastic the product, the design was perfect.",1
"I absolutely loved the game, I felt satisfied.",1
"I really hated the experience, a frustrating experience.",0
"I was disappointed by this app, not worth the money.",0
I am very pleased with this app worth every penny. :),1
"This was terrible the experience, one star.",0
"I disliked the experience, I felt cheated.",0
"I absolutely hated this app, it was the worst.",0
"I wouldn't recommend the food, I will never use it again.",0
"I absolutely loved this app, the design was perfect.",1
I enjoyed this app it was great. :),1
"I absolutely loved the film, the acting was superb.",1
"I hated the food, the acting was poor.",0
"This is awful the service, a frustrating experience.",0
"This was terrible the food, one star.",0
"I am very disappointed with the service, the design was bad.",0
I really hated the food not worth the money. :(,0
"I disliked the movie, the design was bad.",0
"I am very pleased with the experience, it was wonderful.",1
"I wouldn't recommend the film, the design was bad.",0
I was disappointed by this book a frustrating experience. :(,0
"I hated this app, not worth the money.",0
I am very disappointed with this book it was the worst. :(,0
"I really loved the service, I will use it again.",1
I disliked the film one star. :(,0
"I am very pleased with the food, five stars.",1
"I highly recommend this app, it was great.",1
"This is amazing the show, a delightful experience.",1
"This is amazing this app, five stars.",1
"I really hated the movie, it did not meet expectations.",0
"I really loved the show, I will use it again.",1
"I enjoyed the product, a delightful experience.",1
"I was impressed by this app, the acting was superb.",1
"I liked the show, it was great.",1
"This was fantastic the movie, I felt satisfied.",1
"I am very disappointed with the game, I felt cheated.",0
"I really hated the game, I will never use it again.",0
I absolutely hated the movie it was the worst. :(,0
"I am very pleased with the experience, the acting was superb.",1
"I did not like the experience, I felt cheated.",0
"I enjoyed this book, a delightful experience.",1
"This was fantastic this book, it exceeded my expectations.",1
"This was fantastic the food, I felt satisfied.",1
"This was terrible this app, I felt cheated.",0
"I wouldn't recommend the food, it was awful.",0
I wouldn't recommend this app a frustrating experience. :(,0
"I was disappointed by this book, it did not meet expectations.",0
I am very disappointed with the film it was the worst. :(,0
"I absolutely loved the service, the acting was superb.",1
"This is amazing this app, it was great.",1
"This is amazing the experience, worth every penny.",1
"I enjoyed the film, worth every penny.",1
"I really hated the game, I felt cheated.",0
"I am very disappointed with the show, the design was bad.",0
"I enjoyed this book, I will use it again.",1
I was disappointed by the film one star. :(,0
"I enjoyed the product, a delightful experience.",1
"I was disappointed by the experience, I will never use it again.",0
"I absolutely hated the film, one star.",0
"I was disappointed by the product, the design was bad.",0
"I am very pleased with the show, I will use it again.",1
"I did not like this app, not worth the money.",0
"I really hated the service, one star.",0
This was terrible the movie the acting was poor. :(,0
"I am very pleased with the food, I felt satisfied.",1
"I am very pleased with the service, it was great.",1
"I wouldn't recommend the service, it did not meet expectations.",0
"I am very disappointed with the food, I felt cheated.",0
"I loved the game, it exceeded my expectations.",1
"I enjoyed the show, worth every penny.",1
"I absolutely loved the product, the acting was superb.",1
"I loved the experience, it exceeded my expectations.",1
"This was terrible the experience, I will never use it again.",0
"I was impressed by the service, the design was perfect.",1
I enjoyed the film I felt satisfied. :),1
I enjoyed the experience it was great. :),1
"This was terrible the movie, it was the worst.",0
"This was terrible the movie, the design was bad.",0
I loved the movie it was great. :),1
"I really loved the service, it was wonderful.",1
"This was terrible the experience, it did not meet expectations.",0
"This is awful this book, I will never use it again.",0
"I hated the show, it was the worst.",0
I absolutely loved the food five stars. :),1
This was fantastic the game a delightful experience. :),1
I hated the experience I felt cheated. :(,0
"I really loved this app, it exceeded my expectations.",1
I liked the film it was wonderful. :),1
"I absolutely hated the game, it did not meet expectations.",0
This is amazing the experience I felt satisfied. :),1
"I absolutely loved this app, the design was perfect.",1
"I disliked this book, it was awful.",0
"This is amazing the film, it was wonderful.",1
"I absolutely loved the food, five stars.",1
"I hated the product, it was the worst.",0
"I did not like the show, I will never use it again.",0
"I am very disappointed with the product, I felt cheated.",0
"I am very disappointed with the game, not worth the money.",0
I did not like this app a frustrating experience. :(,0
"I really loved the film, it was great.",1
"I wouldn't recommend the food, one star.",0
"This was fantastic the experience, it was wonderful.",1
"This was terrible the show, it did not meet expectations.",0
"This is amazing the experience, I felt satisfied.",1
"I liked the experience, worth every penny.",1
"I did not like the show, it did not meet expectations.",0
"This was fantastic the movie, I felt satisfied.",1
"I absolutely hated the game, the acting was poor.",0
"This is amazing the film, it exceeded my expectations.",1
"I hated this app, the acting was poor.",0
"I absolutely loved this book, the design was perfect.",1
"This was fantastic the product, worth every penny.",1
"I absolutely hated the movie, I will never use it again.",0
This is amazing the show it was great. :),1
"I absolutely hated this book, it did not meet expectations.",0
"I disliked the film, it did not meet expectations.",0
"I liked the film, the design was perfect.",1
"I am very disappointed with the movie, the design was bad.",0
"I really hated this app, the design was bad.",0
"I was disappointed by the game, the acting was poor.",0
"I wouldn't recommend this app, not worth the money.",0
"I did not like the food, not worth the money.",0
"I was impressed by the experience, it was wonderful.",1
I loved the show I felt satisfied. :),1
"I was disappointed by the film, it did not meet expectations.",0
"This was terrible the show, it did not meet expectations.",0
"This was fantastic the game, a delightful experience.",1
"This is awful the experience, it was the worst.",0
"I liked the product, a delightful experience.",1
"I was disappointed by this app, not worth the money.",0
"I was impressed by the experience, I felt satisfied.",1
"This was terrible the show, it was awful.",0
"I enjoyed this app, a delightful experience.",1
"This was terrible the film, one star.",0
"I disliked the game, it did not meet expectations.",0
"I wouldn't recommend the experience, a frustrating experience.",0
"I disliked the show, it was awful.",0
"I am very disappointed with the game, one star.",0
"I am very disappointed with this book, the acting was poor.",0
"I enjoyed the product, it exceeded my expectations.",1
"I was disappointed by the movie, not worth the money.",0
"I liked the game, the acting was superb.",1
"This is awful the product, it was awful.",0
"This was terrible the product, I felt cheated.",0
"I am very disappointed with this book, not worth the money.",0
"I really loved the film, it was great.",1
"I absolutely hated this app, it did not meet expectations.",0
"I loved this app, the design was perfect.",1
"This is awful the service, one star.",0
"I enjoyed the service, a delightful experience.",1
"I really loved the experience, worth every penny.",1
"I liked the show, the acting was superb.",1
"I highly recommend the game, I will use it again.",1
"I absolutely hated the product, a frustrating experience.",0
"I really loved the experience, a delightful experience.",1
"I was impressed by this book, a delightful experience.",1
"I really hated the film, the design was bad.",0
"I enjoyed the product, the design was perfect.",1
I really loved the movie the design was perfect. :),1
"I really loved the product, it exceeded my expectations.",1
"This was fantastic this app, the design was perfect.",1
"I wouldn't recommend the show, the acting was poor.",0
I highly recommend the product it exceeded my expectations. :),1
"This is awful the movie, a frustrating experience.",0
I was disappointed by the film I will never use it again. :(,0
I was disappointed by the film I will never use it again. :(,0
"I wouldn't recommend the product, a frustrating experience.",0
I enjoyed the service it was wonderful. :),1
"This was fantastic the service, it was wonderful.",1
"I wouldn't recommend the movie, the design was bad.",0
"I absolutely loved the service, it was great.",1
"I enjoyed the movie, a delightful experience.",1
"I absolutely hated the experience, the acting was poor.",0
"I highly recommend the product, it exceeded my expectations.",1
"I am very pleased with the product, it was wonderful.",1
"I absolutely loved the service, worth every penny.",1
"This was terrible the service, it was the worst.",0
"I highly recommend the film, a delightful experience.",1
"This was fantastic the service, I will use it again.",1
I absolutely loved the product it exceeded my expectations. :),1
"I disliked the product, it did not meet expectations.",0
"This was terrible this book, a frustrating experience.",0
I am very pleased with the service it exceeded my expectations. :),1
"This was terrible the movie, it was awful.",0
"I enjoyed the food, five stars.",1
"This was terrible the game, the design was bad.",0
"I disliked this app, it was awful.",0
"I highly recommend the show, I will use it again.",1
"I loved the product, it was great.",1
"I was impressed by the service, I will use it again.",1
"I liked the movie, I felt satisfied.",1
"I really loved the movie, it was great.",1
"I really hated the service, I felt cheated.",0
This was fantastic this app it was great. :),1
"I am very disappointed with the movie, it did not meet expectations.",0
"I absolutely hated the service, it was awful.",0
"This was fantastic the show, I felt satisfied.",1
"I was impressed by this book, worth every penny.",1
"This is awful the food, it did not meet expectations.",0
"I loved the product, a delightful experience.",1
"This was terrible the experience, it was the worst.",0
"I am very disappointed with the show, it did not meet expectations.",0
"I absolutely loved the experience, I felt satisfied.",1
"I am very disappointed with the movie, the acting was poor.",0
"I was impressed by the service, I felt satisfied.",1
"I was disappointed by the food, it did not meet expectations.",0
"I absolutely hated the service, a frustrating experience.",0
"This was terrible the game, it did not meet expectations.",0
"I was disappointed by the movie, it did not meet expectations.",0
"I did not like the product, it did not meet expectations.",0
"I loved the service, five stars.",1
"I did not like the game, it was awful.",0
"I absolutely loved the film, I will use it again.",1
"I am very disappointed with the game, a frustrating experience.",0
"This is awful the movie, a frustrating experience.",0
"I am very pleased with the game, it was great.",1
